,dataset,model,layers,qubits,exp,grad1,grad2
670,ion,PQC-4A,3,25,5,3.030673360010064e-06,1.1019984702042732e-06
671,ion,PQC-4A,3,25,5,6.132574447449223e-05,0.0002137897301268355
672,ion,PQC-4A,3,25,5,0.00011927818600473813,5.8517227175884206e-05
673,ion,PQC-4A,3,25,5,5.3948769220024014e-09,1.0046636382038634e-06
674,ion,PQC-4A,3,25,5,4.74479084637613e-09,9.303289292957204e-05
675,ion,PQC-4A,3,25,5,1.1468569097032067e-07,3.151654128785654e-05
676,ion,PQC-4A,3,25,5,5.5905461938873325e-06,1.3443638995031385e-07
677,ion,PQC-4A,3,25,5,2.883031644598081e-05,0.0003494317762443934
678,ion,PQC-4A,3,25,5,8.799077517208476e-07,2.3142670175814705e-06
679,ion,PQC-4A,3,25,5,1.8344171843350041e-06,6.545763466962568e-06
680,ion,PQC-4A,3,30,5,3.869268876121323e-08,5.004974242633625e-06
681,ion,PQC-4A,3,30,5,2.2163492857345036e-06,1.3887383007886022e-06
682,ion,PQC-4A,3,30,5,1.0287036537799659e-08,0.00011363785800130386
683,ion,PQC-4A,3,30,5,3.871028281642601e-07,3.618487032118727e-06
684,ion,PQC-4A,3,30,5,1.5830227687597403e-05,3.688312741225391e-05
685,ion,PQC-4A,3,30,5,4.680869212228574e-07,3.560572303723588e-05
686,ion,PQC-4A,3,30,5,1.3279258662056182e-08,1.3428713730758903e-05
687,ion,PQC-4A,3,30,5,8.359977698794388e-07,5.396739892018326e-06
688,ion,PQC-4A,3,30,5,5.2478809494316035e-05,1.1793214804571891e-05
689,ion,PQC-4A,3,30,5,5.545208005557502e-06,1.3435347122312688e-05
690,ion,PQC-4A,3,30,5,2.9312154157232674e-05,1.1024654016476132e-06
691,ion,PQC-4A,3,30,5,7.4465737992310374e-09,7.494699047884752e-07
692,ion,PQC-4A,3,30,5,1.3655483835984338e-08,3.1790262249170498e-06
693,ion,PQC-4A,3,30,5,4.936015183231189e-05,5.894896701404118e-07
694,ion,PQC-4A,3,30,5,2.2911733917951655e-08,7.232574630772142e-06
695,ion,PQC-4A,3,30,5,1.371352256990316e-07,6.681304694052218e-06
696,ion,PQC-4A,3,30,5,8.660556906623947e-06,2.4311394777113423e-05
697,ion,PQC-4A,3,30,5,2.561044082929226e-05,9.492988772736133e-06
698,ion,PQC-4A,3,30,5,2.4573695592753922e-05,5.632655121198774e-06
699,ion,PQC-4A,3,30,5,1.3923135060856688e-06,9.428637769709058e-07
700,ion,PQC-4A,3,30,5,1.0409397376731657e-07,5.528693887842221e-05
701,ion,PQC-4A,3,30,5,2.4494726698315975e-09,2.18959340881698e-06
702,ion,PQC-4A,3,30,5,2.676688218630363e-07,3.3927524727489236e-06
703,ion,PQC-4A,3,30,5,6.593884902142139e-06,4.313386310331759e-05
704,ion,PQC-4A,3,30,5,2.6999087730999654e-07,4.62558562361345e-05
705,ion,PQC-4A,3,30,5,6.4307093883944995e-06,3.972533628917906e-06
706,ion,PQC-4A,3,30,5,3.646923581439714e-05,2.366888177723126e-05
707,ion,PQC-4A,3,30,5,1.659009485884712e-06,3.6440737725887056e-05
708,ion,PQC-4A,3,30,5,3.5940943934666443e-06,2.3058520647695044e-06
709,ion,PQC-4A,3,30,5,3.7675999914359943e-06,0.00012628327470242352
710,ion,PQC-4A,3,30,5,1.554889668036554e-09,8.714067495619758e-06
711,ion,PQC-4A,3,30,5,6.17349495325432e-07,4.160982322152973e-05
712,ion,PQC-4A,3,30,5,5.8680665269982094e-08,3.5998351690851626e-06
713,ion,PQC-4A,3,30,5,1.9479020745124682e-07,9.459295301360983e-07
714,ion,PQC-4A,3,30,5,2.9765835749549204e-07,2.208230914974317e-05
715,ion,PQC-4A,3,30,5,4.919037307046983e-05,3.2035340166051848e-06
716,ion,PQC-4A,3,30,5,1.3659879402862843e-05,7.532335028408341e-06
717,ion,PQC-4A,3,30,5,1.8388211469641653e-07,8.695938415055368e-06
718,ion,PQC-4A,3,30,5,2.0964839964349816e-06,6.5470026366584605e-06
719,ion,PQC-4A,3,30,5,4.852460850297173e-06,3.714739736738257e-05
720,ion,PQC-4A,3,30,5,6.725543255243326e-05,2.0731465825538884e-05
721,ion,PQC-4A,3,30,5,3.329018119986916e-08,0.00010436364078604646
722,ion,PQC-4A,3,30,5,1.0966114750194582e-07,3.799656166627917e-05
723,ion,PQC-4A,3,30,5,3.701634402239227e-07,1.5634227356801713e-05
724,ion,PQC-4A,3,30,5,8.224929113570785e-06,6.5127097923057716e-06
725,ion,PQC-4A,3,30,5,1.5722528576290284e-05,1.169827854125503e-05
726,ion,PQC-4A,3,30,5,7.112279832770808e-08,5.70129141596239e-05
727,ion,PQC-4A,3,30,5,5.826006972970326e-08,2.0266540506902733e-05
728,ion,PQC-4A,3,30,5,1.5145747245575123e-06,4.513013518559046e-05
729,ion,PQC-4A,3,30,5,1.1036254873590524e-05,7.036252988081208e-06
730,ion,PQC-4A,4,10,5,7.905536084244532e-06,3.0342701124340147e-05
731,ion,PQC-4A,4,10,5,1.527505992180838e-05,1.565707239789493e-05
732,ion,PQC-4A,4,10,5,1.1987068922107034e-05,0.00043907120190094076
733,ion,PQC-4A,4,10,5,6.50798581785443e-05,9.312342387438727e-06
734,ion,PQC-4A,4,10,5,1.3379144179126378e-05,0.0006788413991075858
735,ion,PQC-4A,4,10,5,0.0002024138002556474,0.00042005789555666257
736,ion,PQC-4A,4,10,5,2.0092179376841512e-05,2.83796548387867e-05
737,ion,PQC-4A,4,10,5,0.000159231127248554,4.661626390202011e-05
738,ion,PQC-4A,4,10,5,2.3582235182781262e-05,0.00028806597484630947
739,ion,PQC-4A,4,10,5,2.2655347335800196e-05,9.142849638716807e-06
740,ion,PQC-4A,4,10,5,2.373401981153451e-06,8.429950125499445e-05
741,ion,PQC-4A,4,10,5,5.158164265210465e-05,0.0004339470710671033
742,ion,PQC-4A,4,10,5,6.855056729177857e-06,5.115116337644772e-05
743,ion,PQC-4A,4,10,5,2.121705479634743e-05,0.00014404502763693276
744,ion,PQC-4A,4,10,5,1.8281461275397222e-05,0.0002024407855704996
745,ion,PQC-4A,4,10,5,3.1926074914211836e-05,8.834809649672771e-05
746,ion,PQC-4A,4,10,5,5.704798940233822e-06,0.0010702272517640796
747,ion,PQC-4A,4,10,5,3.6797731633662787e-06,0.00018578780042014794
748,ion,PQC-4A,4,10,5,4.123876835752979e-06,7.747740379740547e-05
749,ion,PQC-4A,4,10,5,8.095722528054109e-05,0.000970614529516103
750,ion,PQC-4A,4,10,5,2.9846966293165307e-05,4.152340709507494e-05
751,ion,PQC-4A,4,10,5,1.9836812511323577e-05,0.00010287130726180172
752,ion,PQC-4A,4,10,5,4.8260246221265804e-05,8.299008997429427e-06
753,ion,PQC-4A,4,10,5,8.729894384480498e-05,7.341113152935073e-06
754,ion,PQC-4A,4,10,5,1.29695298755003e-05,2.6469591511623557e-05
755,ion,PQC-4A,4,10,5,4.522245930870583e-05,0.00029938860114280756
756,ion,PQC-4A,4,10,5,0.0002187266949126886,0.0001803676451995365
757,ion,PQC-4A,4,10,5,2.305265019969983e-05,8.038750062631016e-05
758,ion,PQC-4A,4,10,5,3.226229638192164e-05,0.00010875920516612447
759,ion,PQC-4A,4,10,5,3.169732799319359e-05,4.0963492113558705e-05
760,ion,PQC-4A,4,10,5,2.40475447422337e-05,4.550042350295515e-05
761,ion,PQC-4A,4,10,5,7.042551212054685e-05,2.9585940452912725e-05
762,ion,PQC-4A,4,10,5,1.3485340610654772e-05,0.00021410677831558105
763,ion,PQC-4A,4,10,5,5.80433553379928e-05,0.00011440878429268813
764,ion,PQC-4A,4,10,5,0.00014528180761230893,8.21466447044781e-05
765,ion,PQC-4A,4,10,5,7.076393439148938e-05,3.778367301290009e-05
766,ion,PQC-4A,4,10,5,4.33100495036505e-06,2.7263791488387553e-05
767,ion,PQC-4A,4,10,5,6.567312462530322e-05,5.1187967587701107e-05
768,ion,PQC-4A,4,10,5,0.0001536536517839029,5.5989081200546316e-05
769,ion,PQC-4A,4,10,5,8.089073245766727e-05,1.5559129705271688e-05
770,ion,PQC-4A,4,10,5,9.845493284711431e-05,4.162639842243469e-06
771,ion,PQC-4A,4,10,5,4.7119922353632304e-06,4.981808816435057e-06
772,ion,PQC-4A,4,10,5,5.307090329820861e-05,0.00018075295837702128
773,ion,PQC-4A,4,10,5,1.2273334582974107e-05,8.063659619378044e-05
774,ion,PQC-4A,4,10,5,4.134563158529162e-05,0.0002175174245569169
775,ion,PQC-4A,4,10,5,3.4963890416633827e-06,6.241478419254432e-05
776,ion,PQC-4A,4,10,5,4.0078802533169976e-05,1.8551389520490064e-05
777,ion,PQC-4A,4,10,5,0.00029974755981007905,3.6325473601212543e-05
778,ion,PQC-4A,4,10,5,4.365294326027866e-05,1.7775820020197055e-05
779,ion,PQC-4A,4,10,5,8.648724149631324e-05,0.0001055741285932863
780,ion,PQC-4A,4,10,5,2.0741866088866745e-05,3.2764684450711596e-05
781,ion,PQC-4A,4,10,5,1.548294390753534e-05,0.00020264813561233846
782,ion,PQC-4A,4,10,5,0.00023479543429435836,7.232145810060668e-05
783,ion,PQC-4A,4,10,5,2.5296879547952255e-05,0.0007311376758291883
784,ion,PQC-4A,4,10,5,1.1297784973467853e-05,2.0148639048505876e-05
785,ion,PQC-4A,4,10,5,1.7787357364928767e-05,0.00012444722199759527
786,ion,PQC-4A,4,10,5,0.0002249517797832625,9.016922251047535e-05
787,ion,PQC-4A,4,10,5,0.00018065280801726055,3.8139856663099286e-05
788,ion,PQC-4A,4,10,5,0.0001260923646437495,0.0006242026584211986
789,ion,PQC-4A,4,10,5,1.7365240533221417e-05,6.616148059698767e-05
790,ion,PQC-4A,4,20,5,1.3417993633617169e-05,2.4389454929323857e-05
791,ion,PQC-4A,4,20,5,4.145749631327725e-06,2.2626769741912445e-05
792,ion,PQC-4A,4,20,5,1.1637018013709865e-06,4.344343419600076e-05
793,ion,PQC-4A,4,20,5,5.36523012051774e-06,6.284948771357236e-05
794,ion,PQC-4A,4,20,5,1.636942692776806e-06,1.0169919775498523e-06
795,ion,PQC-4A,4,20,5,3.6062841466927827e-06,1.6330224845198107e-06
796,ion,PQC-4A,4,20,5,3.65230456526566e-06,0.00013597121970239083
797,ion,PQC-4A,4,20,5,8.935018450713217e-06,6.562845301134315e-06
798,ion,PQC-4A,4,20,5,1.380633637273504e-06,2.611942664240873e-06
799,ion,PQC-4A,4,20,5,1.4834460332469882e-05,4.706586444658337e-06
800,ion,PQC-4A,4,20,5,1.837493116765816e-06,0.00013982367543114989
801,ion,PQC-4A,4,20,5,9.009936199095882e-06,6.286687495501038e-05
802,ion,PQC-4A,4,20,5,1.063503157242144e-05,2.2107767519633454e-05
803,ion,PQC-4A,4,20,5,1.050207824095944e-06,1.3313550764163715e-06
804,ion,PQC-4A,4,20,5,5.900202502120819e-06,2.9274233414199276e-06
805,ion,PQC-4A,4,20,5,1.3131022767356612e-06,0.00018287508823708142
806,ion,PQC-4A,4,20,5,8.770798978564035e-05,2.4984263880027316e-05
807,ion,PQC-4A,4,20,5,6.562887293553788e-06,2.6245818578448823e-06
808,ion,PQC-4A,4,20,5,5.6056988824601796e-05,5.889443811300374e-06
809,ion,PQC-4A,4,20,5,5.593701399563758e-06,4.990059787464663e-06
810,ion,PQC-4A,4,20,5,9.481357295502215e-06,4.224943145814771e-06
811,ion,PQC-4A,4,20,5,6.222339108475472e-06,6.25113498365534e-05
812,ion,PQC-4A,4,20,5,8.219857486889624e-07,3.9803891999611834e-05
813,ion,PQC-4A,4,20,5,9.899368788504232e-07,6.56803146583985e-06
814,ion,PQC-4A,4,20,5,4.790549496837414e-06,8.485923385996364e-05
815,ion,PQC-4A,4,20,5,6.993007416198429e-06,2.444951508262425e-06
816,ion,PQC-4A,4,20,5,0.0001002288829729422,0.0002807033444178155
817,ion,PQC-4A,4,20,5,5.0813632639722025e-05,1.8234474019770172e-06
818,ion,PQC-4A,4,20,5,2.630098299005207e-07,7.4655566824893465e-06
819,ion,PQC-4A,4,20,5,1.197262828615535e-06,4.6178124429359695e-09
820,ion,PQC-4A,4,20,5,1.9613722045539553e-05,0.00019273661222813399
821,ion,PQC-4A,4,20,5,6.485513986516269e-06,1.4983875431363528e-06
822,ion,PQC-4A,4,20,5,2.0452386476904983e-05,2.0934566500799858e-06
823,ion,PQC-4A,4,20,5,2.835081584917508e-05,0.00010935784430160335
824,ion,PQC-4A,4,20,5,1.054709402528352e-05,0.00047712447534563633
825,ion,PQC-4A,4,20,5,8.900282071938312e-07,1.681544216710882e-06
826,ion,PQC-4A,4,20,5,1.650304494109787e-05,1.5479744911620462e-06
827,ion,PQC-4A,4,20,5,9.731921674175757e-06,8.688229061820276e-06
828,ion,PQC-4A,4,20,5,7.715476775188382e-07,7.324448053890758e-09
829,ion,PQC-4A,4,20,5,2.8140442191675538e-06,1.0153909877072084e-06
830,ion,PQC-4A,4,20,5,5.2892834602850834e-05,2.0961846813527203e-05
831,ion,PQC-4A,4,20,5,4.099105216923537e-05,4.725023743691775e-06
832,ion,PQC-4A,4,20,5,4.4099121467495985e-06,8.615337851070623e-05
833,ion,PQC-4A,4,20,5,4.142994188149207e-06,0.0004385089531523687
834,ion,PQC-4A,4,20,5,1.2072051189415845e-06,9.986587027308926e-07
835,ion,PQC-4A,4,20,5,3.0334274795091773e-05,1.1765578248655366e-05
836,ion,PQC-4A,4,20,5,8.915931795121749e-06,2.0278416603720788e-05
837,ion,PQC-4A,4,20,5,1.1610998950723775e-07,3.998026548139487e-09
838,ion,PQC-4A,4,20,5,1.7626776194511269e-06,1.0211584587012647e-05
839,ion,PQC-4A,4,20,5,1.509837710239706e-07,1.0496065200536699e-05
840,ion,PQC-4A,4,30,5,2.8052918833775413e-07,2.5847431388709448e-05
841,ion,PQC-4A,4,30,5,3.2496770603256124e-07,8.663977029344717e-06
842,ion,PQC-4A,4,30,5,6.899428632129592e-07,5.598872196287351e-06
843,ion,PQC-4A,4,30,5,6.340427194499064e-06,7.058278546937118e-07
844,ion,PQC-4A,4,30,5,1.947007898210216e-06,1.388983239882516e-07
845,ion,PQC-4A,4,30,5,9.33434506302099e-06,2.9325505752146435e-05
846,ion,PQC-4A,4,30,5,3.652637847396408e-06,0.0008014482084191233
847,ion,PQC-4A,4,30,5,4.148886303967628e-06,1.6688906591003397e-05
848,ion,PQC-4A,4,30,5,1.784515350515285e-05,4.2170136978477834e-05
849,ion,PQC-4A,4,30,5,4.56525492550365e-06,4.188752450668376e-06
850,ion,PQC-4A,4,30,5,2.9359121781460395e-06,7.682229148210601e-06
851,ion,PQC-4A,4,30,5,1.5002773961391689e-07,5.220692037286906e-06
852,ion,PQC-4A,4,30,5,2.0470717436917667e-08,3.6784157686168948e-06
853,ion,PQC-4A,4,30,5,1.5557129046816246e-05,1.2927259966972172e-05
854,ion,PQC-4A,4,30,5,1.3260164534145952e-07,6.225065838030164e-06
855,ion,PQC-4A,4,30,5,4.842075012434927e-06,1.2297744916780484e-05
856,ion,PQC-4A,4,30,5,3.648688059389637e-06,3.088652903839398e-06
857,ion,PQC-4A,4,30,5,1.767959496969674e-07,3.4735930094205366e-06
858,ion,PQC-4A,4,30,5,2.741865308083502e-06,3.0250258097929507e-05
859,ion,PQC-4A,4,30,5,2.2898124916906874e-07,1.4933112927242912e-05
860,ion,PQC-4A,4,30,5,2.1109623658517615e-06,6.548224977205389e-06
861,ion,PQC-4A,4,30,5,1.8975963409891351e-06,2.6937388586757865e-06
862,ion,PQC-4A,4,30,5,1.86114986597743e-05,5.7158589219936744e-08
863,ion,PQC-4A,4,30,5,2.5146261960083114e-05,1.6171902767944077e-05
864,ion,PQC-4A,4,30,5,8.2077117832165e-05,1.751070173342512e-06
865,ion,PQC-4A,4,30,5,3.979173158838043e-06,4.3417591228821825e-06
866,ion,PQC-4A,4,30,5,1.2390950291872961e-06,1.5810719321318746e-05
867,ion,PQC-4A,4,30,5,1.220196277825089e-06,7.886294037494612e-05
868,ion,PQC-4A,4,30,5,2.527122699430766e-05,2.4717836684564345e-06
869,ion,PQC-4A,4,30,5,3.6457090375092372e-06,4.502808040574907e-06
870,ion,PQC-4A,4,30,5,1.4519136433019265e-07,6.18946782606093e-06
871,ion,PQC-4A,4,30,5,0.00010134344053722586,4.659715694256802e-06
872,ion,PQC-4A,4,30,5,4.826695011656928e-06,2.2642468462929186e-06
873,ion,PQC-4A,4,30,5,6.1758153618155355e-06,7.101918560211134e-06
874,ion,PQC-4A,4,30,5,1.9386255669450557e-05,1.986347889582397e-06
875,ion,PQC-4A,4,30,5,6.991024408699431e-08,1.546414756034478e-06
876,ion,PQC-4A,4,30,5,2.79863652563899e-05,5.248665684967182e-05
877,ion,PQC-4A,4,30,5,2.9494059937581926e-08,9.739422324247887e-06
878,ion,PQC-4A,4,30,5,1.599554107312489e-05,0.0002396898721281026
879,ion,PQC-4A,4,30,5,1.0620617648572917e-05,5.527133495212717e-06
880,ion,PQC-4A,4,30,5,4.3789792928068935e-06,4.367076736940233e-06
881,ion,PQC-4A,4,30,5,5.308886721203402e-07,6.453521746175771e-06
882,ion,PQC-4A,4,30,5,9.84647738606494e-07,1.0305198780968684e-06
883,ion,PQC-4A,4,30,5,1.5059643724460996e-06,5.209530168604575e-07
884,ion,PQC-4A,4,30,5,4.710493609159489e-06,1.8077452237958195e-06
885,ion,PQC-4A,4,30,5,6.540548619488521e-07,7.84517705718883e-06
886,ion,PQC-4A,4,30,5,2.1235526661374648e-08,1.906063529367634e-05
887,ion,PQC-4A,4,30,5,4.5256975658400433e-07,1.8563143873378384e-06
888,ion,PQC-4A,4,30,5,0.00013133651084807138,9.997076376482316e-07
889,ion,PQC-4A,4,30,5,4.7368973171589205e-09,3.7414761169503916e-06
890,ion,PQC-4A,5,10,5,0.00011495674622462493,5.85514664108925e-05
891,ion,PQC-4A,5,10,5,2.010464935140959e-05,0.00018400976468953165
892,ion,PQC-4A,5,10,5,4.357222681981536e-05,0.0002612356868919443
893,ion,PQC-4A,5,10,5,1.1758435326746132e-05,3.513207042116167e-05
894,ion,PQC-4A,5,10,5,2.535726875943064e-05,3.24343588933895e-05
895,ion,PQC-4A,5,10,5,3.062645922937763e-05,0.00038538818734363514
896,ion,PQC-4A,5,10,5,9.408295360322943e-05,0.0002431960475681185
897,ion,PQC-4A,5,10,5,4.1856136462730324e-05,0.00010762250601647597
898,ion,PQC-4A,5,10,5,4.1384695927595284e-05,5.435760856697916e-05
899,ion,PQC-4A,5,10,5,1.893148973385907e-05,1.8845249239573794e-05
900,ion,PQC-4A,5,10,5,3.408317014305692e-05,6.488153471545253e-05
901,ion,PQC-4A,5,10,5,1.1196096040927094e-05,1.1244567248153214e-05
902,ion,PQC-4A,5,10,5,4.8544633889840176e-05,0.00023389651552048235
903,ion,PQC-4A,5,10,5,1.1580233428547182e-05,4.243510780393924e-05
904,ion,PQC-4A,5,10,5,7.722922977154164e-05,5.363491291588019e-05
905,ion,PQC-4A,5,10,5,1.7756798743400096e-05,0.0002989592215623956
906,ion,PQC-4A,5,10,5,2.023635506076e-05,0.0004266508488637695
907,ion,PQC-4A,5,10,5,3.9645990845223684e-05,2.447420184003401e-05
908,ion,PQC-4A,5,10,5,8.23906447607138e-06,4.978074319034896e-05
909,ion,PQC-4A,5,10,5,4.071220275850563e-05,0.0002402374118884226
910,ion,PQC-4A,5,10,5,6.521242343579768e-05,0.00016925827629072872
911,ion,PQC-4A,5,10,5,6.318942524587563e-05,0.000257885550524134
912,ion,PQC-4A,5,10,5,4.578148774745804e-06,0.0003367411097360458
913,ion,PQC-4A,5,10,5,2.65867968484794e-05,1.2708826590213976e-05
914,ion,PQC-4A,5,10,5,2.0043797819340697e-05,3.8444473114341215e-05
915,ion,PQC-4A,5,10,5,8.823155558321526e-05,0.0001471916006519069
916,ion,PQC-4A,5,10,5,1.8849714427872427e-05,0.00019050802560138593
917,ion,PQC-4A,5,10,5,5.879003408936287e-05,0.0001678037318097185
918,ion,PQC-4A,5,10,5,5.492498370760091e-05,0.0012750941818073123
919,ion,PQC-4A,5,10,5,2.3317906754130782e-05,5.0094178726471196e-05
920,ion,PQC-4A,5,10,5,6.174046121309368e-05,0.0006443553089097416
921,ion,PQC-4A,5,10,5,3.4413674089873985e-05,1.9974766052220297e-05
922,ion,PQC-4A,5,10,5,8.022327682255628e-06,2.475902624411028e-05
923,ion,PQC-4A,5,10,5,2.550029330260627e-05,9.886000981903054e-05
924,ion,PQC-4A,5,10,5,0.00010947476297426969,6.577659116277424e-05
925,ion,PQC-4A,5,10,5,3.71241330662827e-05,0.00017867808434904873
926,ion,PQC-4A,5,10,5,3.2383026124161196e-05,5.02309132327107e-05
927,ion,PQC-4A,5,10,5,2.0977826790841383e-05,2.905602709844897e-05
928,ion,PQC-4A,5,10,5,0.0001843384880451187,0.00020777862567355495
929,ion,PQC-4A,5,10,5,0.00011767762803723854,0.0004823765974964238
930,ion,PQC-4A,5,10,5,1.951144134067835e-05,0.00014164720053521957
931,ion,PQC-4A,5,10,5,9.159344574893998e-06,1.534458991319704e-05
932,ion,PQC-4A,5,10,5,1.5124128210041067e-05,0.00019874764086277757
933,ion,PQC-4A,5,10,5,5.191397326300736e-05,0.00026017538261900513
934,ion,PQC-4A,5,10,5,8.152316297133548e-05,0.0006105873339205921
935,ion,PQC-4A,5,10,5,1.1767707515426245e-05,0.00012101829715082364
936,ion,PQC-4A,5,10,5,4.764013861350486e-05,0.00047696884606688667
937,ion,PQC-4A,5,10,5,1.2212640650116359e-05,8.434101084657015e-05
938,ion,PQC-4A,5,10,5,4.354313170573943e-05,0.00027748672910014226
939,ion,PQC-4A,5,10,5,5.31143987266466e-05,0.00032119558458187035
940,ion,PQC-4A,5,10,5,1.045430028409359e-05,1.5103359329627863e-05
941,ion,PQC-4A,5,10,5,4.1184364079401946e-05,0.0003718458579072674
942,ion,PQC-4A,5,10,5,6.062578696737402e-05,6.402247755449242e-05
943,ion,PQC-4A,5,10,5,2.1386696261334718e-05,3.795596505269252e-05
944,ion,PQC-4A,5,10,5,0.00029381411138199986,6.936285744896195e-05
945,ion,PQC-4A,5,10,5,3.989990663327328e-05,0.0006250380099217095
946,ion,PQC-4A,5,10,5,2.7867365096377673e-05,4.754076364964464e-05
947,ion,PQC-4A,5,10,5,3.294808772584878e-05,0.000307462946271611
948,ion,PQC-4A,5,10,5,9.964650634585386e-06,0.00017116195799447628
949,ion,PQC-4A,5,10,5,6.4191851580882e-05,4.3721921849933333e-05
950,ion,PQC-4A,5,20,5,1.0909280458699662e-05,0.00015982035724370087
951,ion,PQC-4A,5,20,5,6.807832286872808e-06,3.144763534436822e-05
952,ion,PQC-4A,5,20,5,5.8901618204752684e-06,5.707181025629088e-05
953,ion,PQC-4A,5,20,5,4.066253220192482e-06,0.00012146524821697741
954,ion,PQC-4A,5,20,5,2.737416141412913e-06,0.0011853804503811152
955,ion,PQC-4A,5,20,5,3.874613719291929e-05,5.2417303499065e-05
956,ion,PQC-4A,5,20,5,7.426960430224469e-06,8.462415471386132e-06
957,ion,PQC-4A,5,20,5,1.8353885268300623e-05,8.931736005420245e-05
958,ion,PQC-4A,5,20,5,3.811293172620948e-06,9.716849739152699e-06
959,ion,PQC-4A,5,20,5,1.6224843193998374e-05,1.0766339836450755e-05
960,ion,PQC-4A,5,20,5,2.0663789114990935e-06,0.0004148657970973869
961,ion,PQC-4A,5,20,5,9.043396702585217e-06,1.4171881834329404e-07
962,ion,PQC-4A,5,20,5,1.6152315881996115e-05,1.6861825796853354e-05
963,ion,PQC-4A,5,20,5,1.038219078360171e-05,2.2317463774711427e-05
964,ion,PQC-4A,5,20,5,4.525342625740303e-06,1.7165471150952714e-05
965,ion,PQC-4A,5,20,5,9.68955149836486e-06,2.6130826919804572e-05
966,ion,PQC-4A,5,20,5,0.00013135319887942962,0.0002230946422489344
967,ion,PQC-4A,5,20,5,3.5714563278001595e-06,0.000428737476260793
968,ion,PQC-4A,5,20,5,4.090785795058968e-06,4.8181280181752255e-05
969,ion,PQC-4A,5,20,5,1.8695593000123418e-05,2.837412153530795e-05
970,ion,PQC-4A,5,20,5,2.3959754010699762e-05,1.6209802250798413e-07
971,ion,PQC-4A,5,20,5,1.487790367438879e-06,8.696092072543624e-05
972,ion,PQC-4A,5,20,5,2.290459382068951e-06,1.3227968209921561e-05
973,ion,PQC-4A,5,20,5,6.825831943001602e-06,3.6387465597811156e-05
974,ion,PQC-4A,5,20,5,2.9089885042780786e-06,4.181078956993151e-06
975,ion,PQC-4A,5,20,5,0.00012853957983376179,0.00020002805458507804
976,ion,PQC-4A,5,20,5,2.4906578653601125e-05,2.74697461424331e-05
977,ion,PQC-4A,5,20,5,2.7633591099356803e-06,4.8790573993361094e-05
978,ion,PQC-4A,5,20,5,1.8337749111433875e-05,7.4784934624010894e-06
979,ion,PQC-4A,5,20,5,9.970253804994926e-05,1.9995462797447653e-05
980,ion,PQC-4A,5,20,5,7.021813281888912e-06,0.002700303373245208
981,ion,PQC-4A,5,20,5,2.8298774153643505e-06,0.00014859122366571266
982,ion,PQC-4A,5,20,5,6.172698859793403e-06,2.7965302972928132e-05
983,ion,PQC-4A,5,20,5,3.5502579680840313e-06,5.284908011795126e-06
984,ion,PQC-4A,5,20,5,0.00012261752358355476,0.00013231615877847588
985,ion,PQC-4A,5,20,5,2.4034708209865332e-05,5.52910192703561e-06
986,ion,PQC-4A,5,20,5,9.796960490056514e-06,3.710064710605846e-05
987,ion,PQC-4A,5,20,5,1.0820750016280703e-05,2.7180176151636206e-05
988,ion,PQC-4A,5,20,5,0.0002578642490518859,2.4317484020358798e-05
989,ion,PQC-4A,5,20,5,1.5383050061061414e-05,8.956730228579556e-05
990,ion,PQC-4A,5,20,5,1.0053751597784107e-05,6.648836373972361e-05
991,ion,PQC-4A,5,20,5,1.407528773435767e-06,1.0884536210550194e-05
992,ion,PQC-4A,5,20,5,3.821170718276066e-05,3.866547629153606e-05
993,ion,PQC-4A,5,20,5,6.91619311179108e-05,0.00022121387647380084
994,ion,PQC-4A,5,20,5,1.983952891123878e-05,4.677698842603816e-05
995,ion,PQC-4A,5,20,5,5.99055898376569e-07,2.3161833986162838e-05
996,ion,PQC-4A,5,20,5,6.714331580646494e-05,9.6805599580304e-06
997,ion,PQC-4A,5,20,5,0.0002818163828880739,2.863075739699522e-05
998,ion,PQC-4A,5,20,5,1.6106190632479676e-05,6.143421760687142e-06
999,ion,PQC-4A,5,20,5,9.939441535481198e-07,1.7326251991360737e-05
1000,ion,PQC-4A,5,30,5,4.039683676035331e-06,9.027327684928374e-05
1001,ion,PQC-4A,5,30,5,5.9419453201054445e-06,1.7994473625091222e-06
1002,ion,PQC-4A,5,30,5,3.6745546137075774e-06,2.0748317787685972e-05
1003,ion,PQC-4A,5,30,5,2.6721262738599812e-06,1.139791555799156e-05
1004,ion,PQC-4A,5,30,5,1.092260150996155e-06,2.489724470667991e-06
1005,ion,PQC-4A,5,30,5,1.267173960850678e-06,5.1747356115040256e-06
1006,ion,PQC-4A,5,30,5,3.496855027825573e-07,5.722054941683971e-05
1007,ion,PQC-4A,5,30,5,2.7792204827048563e-07,9.587613530630858e-06
1008,ion,PQC-4A,5,30,5,8.299680048666342e-06,1.732326995159023e-05
1009,ion,PQC-4A,5,30,5,2.041513897700705e-05,1.5283258555619354e-05
1010,ion,PQC-4A,5,30,5,2.225532960430599e-05,2.845995478364219e-05
1011,ion,PQC-4A,5,30,5,1.3934331931652037e-06,0.00024291285097227094
1012,ion,PQC-4A,5,30,5,5.133257519373635e-06,3.568687261661248e-05
1013,ion,PQC-4A,5,30,5,2.171127530228888e-07,4.829197885985387e-06
1014,ion,PQC-4A,5,30,5,3.8442094019277544e-06,1.3408210697918547e-05
